申请学校,学位,专业,申请结果,入学年份,入学学期,通知时间,IELTS,本科学校档次,本科专业,本科成绩和算法，排名,其他说明,url
University of Edinburgh,MS,Pharmaceutical Sciences,offer,2015,Fall,2014-11-06,,211 & 985,药学,"3.47, 10%",瑞典隆德大学交流一年,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815161&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
London School of Economics and Political,MS,International health policy (health Economics),被拒,2015,Fall,2015-03-31,,加拿大本科，排名前十,经济学，辅修数学,4.1/4.3,写过health相关的project，推荐信一封系主任，一封health 任课教师，多伦多大学的毕业的副教授,http://bbs.gter.net/forum.php?mod=viewthread&tid=1817185&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
University College London,MS,social&culture anthropology,offer,2015,Fall,2015-03-25,,211 & 985,汉语言文学,87.4/100,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816331&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Duke University,MA,Economics and Econometrics,AD无奖,2015,Fall,2015-03-02,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
University of Texas - Austin,MA,Economics and Econometrics,AD小奖,2015,Summer,2015-03-13,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
University of Wisconsin,MS,Economics and Econometrics,AD无奖,2015,Fall,2015-03-12,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
Tufts University,MS,Economics and Econometrics,AD小奖,2015,Fall,2015-03-19,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
North Carolina State University,PhD,Economics and Econometrics,AD无奖,2015,Fall,2015-02-12,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
University of Illinois at Urbana-Champai,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-24,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
New York University,MA,Economics and Econometrics,AD无奖,2015,Fall,2015-03-20,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
London School of Economics and Political,MA,Economics and Econometrics,被拒,2015,Fall,2015-01-30,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
Duke University,MA,Economics and Econometrics,AD无奖,2015,Fall,2015-03-02,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
University of Texas - Austin,MA,Economics and Econometrics,AD小奖,2015,Summer,2015-03-13,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
University of Wisconsin,MS,Economics and Econometrics,AD无奖,2015,Fall,2015-03-12,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
Tufts University,MS,Economics and Econometrics,AD小奖,2015,Fall,2015-03-19,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
North Carolina State University,PhD,Economics and Econometrics,AD无奖,2015,Fall,2015-02-12,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
University of Illinois at Urbana-Champai,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-24,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
New York University,MA,Economics and Econometrics,AD无奖,2015,Fall,2015-03-20,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
London School of Economics and Political,MA,Economics and Econometrics,被拒,2015,Fall,2015-01-30,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=3
Duke University,MA,Economics and Econometrics,AD无奖,2015,Fall,2015-03-02,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
University of Texas - Austin,MA,Economics and Econometrics,AD小奖,2015,Summer,2015-03-13,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
University of Wisconsin,MS,Economics and Econometrics,AD无奖,2015,Fall,2015-03-12,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
Tufts University,MS,Economics and Econometrics,AD小奖,2015,Fall,2015-03-19,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
North Carolina State University,PhD,Economics and Econometrics,AD无奖,2015,Fall,2015-02-12,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
University of Illinois at Urbana-Champai,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-24,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
New York University,MA,Economics and Econometrics,AD无奖,2015,Fall,2015-03-20,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
London School of Economics and Political,MA,Economics and Econometrics,被拒,2015,Fall,2015-01-30,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
Duke University,MA,Economics and Econometrics,AD无奖,2015,Fall,2015-03-02,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=8
University of Texas - Austin,MA,Economics and Econometrics,AD小奖,2015,Summer,2015-03-13,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=8
University of Wisconsin,MS,Economics and Econometrics,AD无奖,2015,Fall,2015-03-12,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=8
Tufts University,MS,Economics and Econometrics,AD小奖,2015,Fall,2015-03-19,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=8
North Carolina State University,PhD,Economics and Econometrics,AD无奖,2015,Fall,2015-02-12,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=8
University of Illinois at Urbana-Champai,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-24,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=8
New York University,MA,Economics and Econometrics,AD无奖,2015,Fall,2015-03-20,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=8
London School of Economics and Political,MA,Economics and Econometrics,被拒,2015,Fall,2015-01-30,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=8
Duke University,MA,Economics and Econometrics,AD无奖,2015,Fall,2015-03-02,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=6
University of Texas - Austin,MA,Economics and Econometrics,AD小奖,2015,Summer,2015-03-13,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=6
University of Wisconsin,MS,Economics and Econometrics,AD无奖,2015,Fall,2015-03-12,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=6
Tufts University,MS,Economics and Econometrics,AD小奖,2015,Fall,2015-03-19,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=6
North Carolina State University,PhD,Economics and Econometrics,AD无奖,2015,Fall,2015-02-12,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=6
University of Illinois at Urbana-Champai,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-24,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=6
New York University,MA,Economics and Econometrics,AD无奖,2015,Fall,2015-03-20,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=6
London School of Economics and Political,MA,Economics and Econometrics,被拒,2015,Fall,2015-01-30,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=6
Duke University,MA,Economics and Econometrics,AD无奖,2015,Fall,2015-03-02,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
University of Texas - Austin,MA,Economics and Econometrics,AD小奖,2015,Summer,2015-03-13,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
University of Wisconsin,MS,Economics and Econometrics,AD无奖,2015,Fall,2015-03-12,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
Tufts University,MS,Economics and Econometrics,AD小奖,2015,Fall,2015-03-19,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
North Carolina State University,PhD,Economics and Econometrics,AD无奖,2015,Fall,2015-02-12,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
University of Illinois at Urbana-Champai,PhD,Economics and Econometrics,被拒,2015,Fall,2015-02-24,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
New York University,MA,Economics and Econometrics,AD无奖,2015,Fall,2015-03-20,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
London School of Economics and Political,MA,Economics and Econometrics,被拒,2015,Fall,2015-01-30,,211 & 985,商学院,"3.90, ranking 1/37",无论文，无牛推，水科研，有一段在美国的交换经历。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813444&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=4
University of British Columbia,MA,Economics,AD小奖,2015,Fall,2015-03-20,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=7
London School of Economics and Political,MS,Economics,AD无奖,2015,Fall,2015-03-19,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=7
University of Wisconsin,MS,Economics,AD无奖,2015,Fall,2015-03-13,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=7
Università Bocconi,MS,Economics and Social Science,offer,2015,Fall,2015-01-16,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=7
Universidad Carlos III de Madrid,MS,Economic Analysis,offer,2015,Fall,2015-02-18,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=7
Baylor University,MS,Economics,offer,2015,Fall,2015-03-10,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=7
University of California - Davis,MS,Agriculture and Resource Economics,offer,2015,Fall,2015-03-27,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=7
CEMFI,MS,Economics and Finance,offer,2015,Fall,2015-04-10,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=7
University of British Columbia,MA,Economics,AD小奖,2015,Fall,2015-03-20,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
London School of Economics and Political,MS,Economics,AD无奖,2015,Fall,2015-03-19,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
University of Wisconsin,MS,Economics,AD无奖,2015,Fall,2015-03-13,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
Università Bocconi,MS,Economics and Social Science,offer,2015,Fall,2015-01-16,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
Universidad Carlos III de Madrid,MS,Economic Analysis,offer,2015,Fall,2015-02-18,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
Baylor University,MS,Economics,offer,2015,Fall,2015-03-10,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
University of California - Davis,MS,Agriculture and Resource Economics,offer,2015,Fall,2015-03-27,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
CEMFI,MS,Economics and Finance,offer,2015,Fall,2015-04-10,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=5
University of California - Davis,MS,Agriculture and Resource Economics,offer,2015,Fall,2015-03-27,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
CEMFI,MS,Economics and Finance,offer,2015,Fall,2015-04-10,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,87.79/100,学术会议一次，出国交换一学期，RA/TA,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815232&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
National University of Singapore,PhD,Civil Engineering,offer,2015,Fall,2014-12-22,,211 & 985,工程力学,91.82/100 2/51,自费剑桥两周交流 无论文,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813689&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
University of Illinois at Urbana-Champai,MS,Mechanical Engineering,AD无奖,2015,Fall,2015-03-07,,211 & 985,工程力学,91.82/100 2/51,自费剑桥两周交流 无论文,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813689&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
Imperial College London,MS,Mechanical Engineering,AD无奖,2015,Fall,2015-03-05,,211 & 985,工程力学,91.82/100 2/51,自费剑桥两周交流 无论文,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813689&extra=page%3D18%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
University of Bristol,MS,International Relations and National Security Studies,offer,2015,Fall,2015-01-05,,外交学院,国际经济与贸易,3.67/4.0,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816251&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Bath,MA,International Relations and National Security Studies,offer,2015,Fall,2015-01-05,,外交学院,国际经济与贸易,3.67/4.0,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816251&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Bath,MS,International monetary and banking,offer,2015,Fall,2015-01-20,,外交学院,国际经济与贸易,3.67/4.0,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816251&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of East Anglia,MS,Economics and Econometrics,AD小奖,2015,Fall,2014-12-16,,外交学院,国际经济与贸易,3.67/4.0,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816251&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,MS,Economics and Econometrics,offer,2015,Fall,2015-04-17,,外交学院,国际经济与贸易,3.67/4.0,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816251&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Hong Kong,MS,HK:School of Economics and Finance,AD无奖,2015,Fall,2015-04-28,,外交学院,国际经济与贸易,3.67/4.0,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816251&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Birmingham,MS,"food safety, Hygiene, management",AD无奖,2015,Fall,2015-02-17,,双非,食品科学与工程（食品营养）,3.37,有半年以上对口的实习经验，实习过程中有参与论文，但是论文未发表,http://bbs.gter.net/forum.php?mod=viewthread&tid=1812432&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Leeds,MS,food science and nutrition,AD无奖,2015,Fall,2015-02-16,,双非,食品科学与工程（食品营养）,3.37,有半年以上对口的实习经验，实习过程中有参与论文，但是论文未发表,http://bbs.gter.net/forum.php?mod=viewthread&tid=1812432&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Nottingham,MS,Nutritional Sciences,AD无奖,2015,Fall,2015-02-25,,双非,食品科学与工程（食品营养）,3.37,有半年以上对口的实习经验，实习过程中有参与论文，但是论文未发表,http://bbs.gter.net/forum.php?mod=viewthread&tid=1812432&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Kings College London,MS,"Environmental Monitoring, Modelling & Management",AD无奖,2015,Fall,2015-01-29,,211,环境工程,89/100  Rank:1/90,1个专利（在审），1篇论文（在审），3个项目（专业方面的）,http://bbs.gter.net/forum.php?mod=viewthread&tid=1800904&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Oxford,MS,Environmental Engineering,被拒,2015,Fall,2014-12-15,,211,环境工程,89/100  Rank:1/90,1个专利（在审），1篇论文（在审），3个项目（专业方面的）,http://bbs.gter.net/forum.php?mod=viewthread&tid=1800904&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University College London,MS,Conversation,被拒,2015,Fall,2014-12-15,,211,环境工程,89/100  Rank:1/90,1个专利（在审），1篇论文（在审），3个项目（专业方面的）,http://bbs.gter.net/forum.php?mod=viewthread&tid=1800904&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
